transaction_id,step,type,amount,fraud_probability,expected_loss,risk_band,rank,isFraud
demo-011543,346,CASH_OUT,683.97,0.2182188353217816,149.25513679503896,guarded,81,0
demo-010878,325,CASH_OUT,724.96,0.20350941931851158,147.53618862914817,guarded,82,0
demo-010533,314,TRANSFER,449.99,0.3254770614540954,146.46142288372837,guarded,83,0
demo-011551,346,CASH_OUT,726.46,0.2010718831648972,146.07068024397122,guarded,84,0
demo-010547,314,PAYMENT,901.08,0.15989293329688745,144.07632433515934,guarded,85,0
demo-010628,317,CASH_OUT,1051.45,0.1349542935705185,141.89769197472168,guarded,86,0
demo-011186,334,CASH_OUT,1022.18,0.13478812137087243,137.77772190287837,guarded,87,1
demo-011980,359,TRANSFER,706.64,0.19421722130741645,137.24165726467277,guarded,88,0
demo-011045,330,TRANSFER,839.11,0.16165377581903867,135.64529982751355,guarded,89,0
demo-011311,338,CASH_OUT,913.75,0.1422801869390391,130.00852081554697,guarded,90,0
demo-011376,340,TRANSFER,927.09,0.1399085343698513,129.70780312894544,guarded,91,0
demo-010461,312,TRANSFER,1226.08,0.10258141353902361,125.77301951192607,guarded,92,0
demo-011454,343,CASH_OUT,952.39,0.12902468560628633,122.88182032457104,guarded,93,1
demo-011315,338,TRANSFER,572.72,0.21257804442103698,121.74769760081631,guarded,94,1
demo-010897,326,TRANSFER,905.52,0.13257227181208422,120.0468435712785,guarded,95,0
demo-011447,343,CASH_OUT,1658.04,0.07177548825350162,119.00663054383583,low,96,0
demo-011783,354,TRANSFER,1775.41,0.06698742814488397,118.93014980270846,low,97,0
demo-010820,323,CASH_OUT,1288.04,0.08750675155867166,112.71219627763143,low,98,0
demo-010887,326,TRANSFER,1304.35,0.08371070068203837,109.18805243461674,low,99,0
demo-011413,342,CASH_OUT,676.89,0.16090206904828583,108.91300151809419,guarded,100,0
demo-011350,339,CASH_OUT,1249.31,0.08578521353554223,107.17232512208827,low,101,0
demo-011566,346,CASH_OUT,991.41,0.10471968614633875,103.8201440423417,guarded,102,0
demo-011949,358,TRANSFER,670.81,0.1526828313288402,102.42117008369928,guarded,103,0
demo-010942,328,CASH_OUT,1278.76,0.07852583491210435,100.41569665220256,low,104,0
demo-010480,312,PAYMENT,844.77,0.1141948656523113,96.46839665710301,guarded,105,0
demo-010558,315,CASH_OUT,711.2,0.13492329928803043,95.95745045364725,guarded,106,0
demo-011135,333,TRANSFER,617.08,0.15513394355545237,95.73005388919856,guarded,107,0
demo-010467,312,TRANSFER,2061.56,0.044878514352598556,92.51975004874308,low,108,0
demo-011438,343,CASH_OUT,916.44,0.10085952895247334,92.43170671320468,guarded,109,0
demo-011782,354,CASH_OUT,996.59,0.0896781939644535,89.37239132303472,low,110,0
demo-011450,343,CASH_OUT,664.37,0.1339821696174368,89.0137340287365,guarded,111,0
demo-010737,320,TRANSFER,2504.49,0.03419936280163434,85.65196214306518,low,112,0
demo-011389,341,TRANSFER,3015.1,0.027599470367307442,83.21516310446867,low,113,0
demo-010556,315,CASH_OUT,1379.98,0.05803162952375951,80.08248811019764,low,114,0
demo-010391,309,TRANSFER,1471.11,0.05376705719950452,79.09725551676308,low,115,1
demo-011355,339,TRANSFER,880.06,0.08851412937412871,77.89774469699572,low,116,0
demo-011252,336,TRANSFER,633.24,0.12282193842812038,77.77576429022295,guarded,117,0
demo-010802,322,CASH_OUT,3346.6,0.02290776286817421,76.66311921463182,low,118,0
demo-011617,348,CASH_OUT,1072.59,0.065945439298392,70.73241873706228,low,119,0
demo-011961,359,TRANSFER,1081.93,0.06500783406559164,70.33392591058558,low,120,0
demo-010377,309,CASH_OUT,903.07,0.07743973313959214,69.93349980637147,low,121,0
demo-010750,321,CASH_OUT,869.35,0.08007395860840866,69.61229591622006,low,122,0
demo-011251,336,TRANSFER,361.53,0.17787332337866602,64.30654260108912,guarded,123,0
demo-011608,348,PAYMENT,809.67,0.07915752028789129,64.09146945149693,low,124,0
demo-010534,314,CASH_OUT,1014.24,0.061135389934375,62.0059578870405,low,125,0
demo-010962,328,CASH_OUT,693.37,0.08161696994507651,56.5907584508177,low,126,0
demo-011432,342,CASH_OUT,1152.89,0.048947795316552925,56.431423742500705,low,127,0
demo-010626,317,CASH_OUT,738.67,0.07542508304961906,55.71424609626211,low,128,0
demo-010772,321,TRANSFER,186.53,0.27322317414162123,50.96431867263661,guarded,129,0
demo-010328,308,CASH_OUT,389.33,0.12943420287669843,50.392618205985,guarded,130,0
demo-010584,316,TRANSFER,318.0,0.15624497514433083,49.685902095897205,guarded,131,0
demo-011790,354,TRANSFER,946.21,0.05174304027876905,48.95978214217406,low,132,0
demo-010844,324,PAYMENT,956.61,0.05076917737056554,48.5663027644567,low,133,0
demo-011408,341,TRANSFER,585.4,0.08112378007374954,47.48986085517298,low,134,0
demo-010893,326,CASH_OUT,303.16,0.15420841467832158,46.749822993879974,guarded,135,0
demo-010821,323,TRANSFER,536.09,0.08594942212009879,46.076625704363764,low,136,1
demo-011762,353,TRANSFER,378.48,0.11951154911790109,45.232731110143206,guarded,137,0
demo-011810,355,TRANSFER,622.21,0.07230986900581664,44.991923594109174,low,138,0
demo-011313,338,TRANSFER,187.96,0.23147274139010277,43.50761647168372,guarded,139,0
demo-010296,307,CASH_OUT,468.02,0.09095157912280344,42.567158061054464,low,140,0
demo-010864,325,TRANSFER,342.38,0.12359457234043081,42.3163096779167,guarded,141,0
demo-011506,345,PAYMENT,869.23,0.04864675844775145,42.285221845539,low,142,0
demo-010736,320,PAYMENT,808.69,0.05149829342936432,41.646154913392635,low,143,0
demo-011242,336,CASH_OUT,338.42,0.11927700246023497,40.36572317259272,guarded,144,0
demo-011597,348,TRANSFER,366.34,0.11010528053611948,40.33596847160201,guarded,145,0
demo-011727,352,TRANSFER,262.38,0.15359758079032937,40.30093324776662,guarded,146,0
demo-011632,349,CASH_OUT,631.11,0.06307277858871072,39.80586129512122,low,147,0
demo-011586,347,PAYMENT,994.03,0.038909305909184254,38.677017352906425,low,148,0
demo-011960,359,PAYMENT,2493.48,0.015142462179997951,37.75742659658129,low,149,0
demo-011924,358,TRANSFER,544.04,0.06774845423950739,36.857869044461594,low,150,0
demo-011386,341,PAYMENT,962.33,0.038231934269305094,36.79173730538037,low,151,0
demo-011639,349,TRANSFER,344.84,0.09821228518584436,33.86752442348657,low,152,0
demo-010904,327,CASH_OUT,583.35,0.055262589788037476,32.23743175285166,low,153,0
demo-011225,335,CASH_OUT,353.07,0.09030397531469006,31.883624564357618,low,154,0
demo-010262,306,TRANSFER,514.89,0.06116272678488486,31.492076394269365,low,155,0
demo-011199,335,TRANSFER,595.59,0.052475314173714656,31.253772368722714,low,156,0
demo-011627,349,TRANSFER,515.3,0.059530648304687774,30.67614307140561,low,157,0
demo-010636,317,TRANSFER,227.29,0.13463955010494413,30.60222334335275,guarded,158,0
demo-010264,306,TRANSFER,637.28,0.0476265705578906,30.35146088513252,low,159,0
demo-010762,321,CASH_OUT,609.9,0.04951715905191696,30.200515305764153,low,160,0
demo-010716,319,PAYMENT,690.36,0.04295490495016805,29.654348181398017,low,161,0
demo-010298,307,CASH_OUT,445.79,0.06571666293032144,29.295831167707995,low,162,0
demo-011987,359,CASH_OUT,463.95,0.06194055537394601,28.73732066574225,low,163,0
demo-010811,323,TRANSFER,381.82,0.07520605216397908,28.71517483725049,low,164,0
demo-011775,353,CASH_OUT,568.12,0.05052395832171629,28.70367120173346,low,165,0
demo-011623,349,PAYMENT,340.74,0.08329444988685965,28.38175085444856,low,166,0
demo-011167,334,CASH_OUT,792.92,0.03458715111807606,27.42484386454487,low,167,0
demo-011940,358,PAYMENT,1070.99,0.025418664908154157,27.22313592998402,low,168,0
demo-010955,328,CASH_OUT,530.18,0.05125014304248107,27.171800838262612,low,169,0
demo-011292,337,TRANSFER,402.7,0.06713840798986156,27.03663689751725,low,170,0
demo-011664,350,CASH_OUT,480.97,0.0561630317660125,27.012733388499033,low,171,0
demo-011005,329,CASH_OUT,1002.36,0.026473754275567425,26.536232335657765,low,172,0
demo-011950,358,TRANSFER,415.23,0.06383672804862857,26.506924587632042,low,173,0
demo-010550,315,CASH_OUT,575.23,0.04603259436386575,26.479329255926498,low,174,0
demo-011466,344,CASH_OUT,249.35,0.1044666922019964,26.048769700567803,guarded,175,0
demo-010927,327,CASH_OUT,205.73,0.125684314683302,25.857034059795716,guarded,176,0
demo-010948,328,CASH_OUT,422.12,0.06097470774999018,25.738643635425852,low,177,0
demo-010950,328,TRANSFER,272.55,0.09314053895258416,25.385453891526815,low,178,0
demo-011169,334,CASH_OUT,696.68,0.03531993535859516,24.606692565626073,low,179,1
demo-011595,348,CASH_OUT,341.14,0.07164664723558092,24.441537237946076,low,180,0
demo-011645,349,CASH_OUT,176.72,0.1368733971192667,24.18826673891681,guarded,181,0
demo-011284,337,TRANSFER,191.97,0.12519606706740347,24.033888994929445,guarded,182,0
demo-010845,324,CASH_OUT,535.22,0.044690148670074745,23.919061371197404,low,183,0
demo-010649,317,TRANSFER,165.0,0.1448819366070916,23.90551954017011,guarded,184,0
demo-011562,346,TRANSFER,368.74,0.0645955785525996,23.81897363548558,low,185,0
demo-011513,345,CASH_OUT,275.29,0.08589063258438752,23.644832244156042,low,186,0
demo-011712,351,TRANSFER,510.62,0.045338700921977095,23.150847464779943,low,187,0
demo-011132,333,TRANSFER,411.54,0.055638730317089845,22.897563074695157,low,188,0
demo-010309,307,TRANSFER,279.01,0.081566496141442,22.75786808842373,low,189,0
demo-010521,314,CASH_OUT,337.3,0.06730205934764796,22.70098461796166,low,190,0
demo-011975,359,TRANSFER,496.2,0.04540105268652018,22.528002343051313,low,191,0
demo-011594,348,TRANSFER,321.75,0.06968535794348486,22.421263918316253,low,192,0
demo-010735,320,TRANSFER,437.42,0.05101144365223025,22.31342568235856,low,193,0
demo-011254,336,PAYMENT,1719.32,0.012649448867932447,21.748450427613616,low,194,0
demo-010949,328,CASH_OUT,618.66,0.03485774239573325,21.56509091054433,low,195,0
demo-010671,318,TRANSFER,421.95,0.0500896434838583,21.13532506801401,low,196,0
demo-010405,310,CASH_OUT,603.46,0.034695459006888876,20.93732169229716,low,197,0
demo-011547,346,PAYMENT,934.65,0.02232856042161364,20.86938899806119,low,198,0
demo-010498,313,TRANSFER,248.85,0.08251656538525316,20.53424729612025,low,199,0
demo-010617,316,TRANSFER,330.96,0.06082691467545244,20.131275680987738,low,200,0
demo-011829,355,DEBIT,1413.72,0.014165594416022628,20.02618413781951,low,201,0
demo-010488,312,PAYMENT,1923.49,0.01031557007565043,19.841895884812846,low,202,0
demo-011716,352,PAYMENT,691.38,0.028585804463838342,19.763653490208554,low,203,0
demo-011262,337,CASH_OUT,276.26,0.06976269442738603,19.272641962509663,low,204,0
demo-011828,355,PAYMENT,680.97,0.028005312920770544,19.07077793965712,low,205,0
demo-010946,328,TRANSFER,501.75,0.03793372304020589,19.033245535423305,low,206,0
demo-011526,345,TRANSFER,117.46,0.16191601473157455,19.018655090370746,guarded,207,0
demo-010933,327,PAYMENT,810.54,0.023268273629380477,18.859866507558053,low,208,0
demo-010769,321,CASH_OUT,532.28,0.03520876071948294,18.740919155766377,low,209,0
demo-010974,329,TRANSFER,264.81,0.07062085285205656,18.7011080437531,low,210,0
demo-011236,336,PAYMENT,558.24,0.033482431993351894,18.691232835968762,low,211,0
demo-011158,334,TRANSFER,445.42,0.04181531349250831,18.625376935833053,low,212,0
demo-011758,353,CASH_OUT,613.17,0.030217038366893965,18.52818141542837,low,213,0
demo-011304,337,TRANSFER,203.11,0.09027334017711963,18.33541812337477,low,214,0
demo-010449,311,CASH_OUT,346.24,0.05217102576624867,18.06369596130594,low,215,0
demo-011036,330,TRANSFER,325.43,0.05545237092329106,18.04586506956661,low,216,0
demo-011920,358,CASH_OUT,382.65,0.047101916054875355,18.023548178398052,low,217,0
demo-011455,343,TRANSFER,394.39,0.045467206425537976,17.93181154216792,low,218,0
demo-010507,313,CASH_OUT,445.55,0.039794665983089214,17.7305134287654,low,219,0
demo-011283,337,CASH_IN,911.36,0.019269439188939957,17.56139609923232,low,220,0
demo-011735,352,TRANSFER,559.11,0.03101697080057503,17.341898544309505,low,221,0
demo-010786,322,CASH_OUT,336.4,0.0513656811881679,17.27941515169968,low,222,0
demo-010823,323,TRANSFER,433.14,0.03986057688344905,17.26521027129712,low,223,0
demo-011806,354,CASH_OUT,512.32,0.03336674175505693,17.094449135950768,low,224,0
demo-011042,330,CASH_OUT,601.92,0.028388191198125662,17.087420045975797,low,225,0
demo-010427,310,CASH_OUT,570.8,0.02947621930341888,16.825025978391498,low,226,0
demo-011124,333,CASH_OUT,603.98,0.02753510044099645,16.630649964353037,low,227,0
demo-011336,338,TRANSFER,173.02,0.09587824357463895,16.58885370328403,low,228,1
demo-010647,317,CASH_OUT,637.28,0.026000524727535775,16.569614398364,low,229,0
demo-011060,331,TRANSFER,415.08,0.03913678523288906,16.24489681446759,low,230,0
demo-011072,331,CASH_IN,823.88,0.019650694405277648,16.189814106620148,low,231,0
demo-010771,321,TRANSFER,247.63,0.0650241797921865,16.10193764193914,low,232,0
demo-010441,311,TRANSFER,484.82,0.03268619545335256,15.846921279694387,low,233,1
demo-011668,350,PAYMENT,693.42,0.022834016536329955,15.833563746621916,low,234,0
demo-010842,324,CASH_OUT,496.23,0.03188408895205507,15.82184146067829,low,235,1
demo-010883,326,CASH_OUT,360.15,0.04368741620248619,15.7340229453254,low,236,0
demo-011282,337,TRANSFER,502.93,0.03104425004429773,15.613084674778658,low,237,0
demo-011424,342,TRANSFER,189.87,0.0822142702778718,15.610023497659519,low,238,0
demo-011295,337,TRANSFER,99.93,0.15555538973461075,15.544650096179653,guarded,239,0
demo-011686,350,CASH_OUT,247.96,0.06258185875867553,15.517797697801186,low,240,1
demo-010321,307,PAYMENT,991.06,0.01537633813304111,15.23887367013172,low,241,0
demo-010713,319,PAYMENT,3359.15,0.0044995058645333225,15.114515124847111,low,242,0
demo-011331,338,CASH_OUT,561.64,0.026717802982564196,15.005786867127354,low,243,0
demo-010573,315,CASH_OUT,545.55,0.02723158705744998,14.856192319191836,low,244,0
demo-010374,309,PAYMENT,997.43,0.014841954058878918,14.803810236947598,low,245,0
demo-010601,316,CASH_OUT,457.47,0.0321781296753414,14.720528982578431,low,246,0
demo-010920,327,CASH_OUT,687.16,0.021399439070444455,14.704838551646612,low,247,1
demo-011115,332,PAYMENT,911.36,0.01608255558377606,14.65699785683015,low,248,0
demo-011787,354,CASH_OUT,196.04,0.07317898661701487,14.346008536399594,low,249,0
demo-011533,346,CASH_OUT,177.64,0.08058077709625452,14.314369243378653,low,250,0
demo-010607,316,CASH_OUT,405.61,0.03420536426915278,13.87403780121106,low,251,0
demo-010396,309,DEBIT,1674.45,0.00825884385763522,13.829021097417295,low,252,0
demo-011534,346,CASH_OUT,339.57,0.04025133413047224,13.668145530684457,low,253,0
demo-011253,336,CASH_OUT,576.66,0.023543452246838292,13.576567172661768,low,254,0
demo-010433,311,TRANSFER,389.91,0.03469566327462529,13.528186067409148,low,255,0
demo-010977,329,PAYMENT,1583.46,0.008520120237690554,13.491269591573484,low,256,0
demo-010597,316,CASH_OUT,373.3,0.035889055805247795,13.397384532099002,low,257,0
demo-011649,349,PAYMENT,1041.39,0.01276521240334491,13.293564544719356,low,258,0
demo-011621,348,CASH_OUT,454.09,0.028709537782052683,13.036714011452302,low,259,0
demo-010590,316,TRANSFER,179.0,0.07171204817163213,12.836456622722151,low,260,0
demo-010497,313,PAYMENT,555.49,0.022576483398240022,12.54101076288835,low,261,0
demo-010291,306,CASH_OUT,338.08,0.03701385103647895,12.513642758412804,low,262,0
demo-011764,353,CASH_OUT,420.17,0.02950854494541556,12.398605329715256,low,263,0
demo-011303,337,PAYMENT,50.64,0.23978806484151288,12.142867603574212,guarded,264,1
demo-011147,333,DEBIT,738.79,0.01603812166489931,11.848803904810962,low,265,0
demo-011675,350,CASH_OUT,251.78,0.0469628028953793,11.824294512998602,low,266,0
demo-011346,339,PAYMENT,299.91,0.038322203391912314,11.493212019268423,low,267,0
demo-011780,354,CASH_OUT,99.14,0.11408496280015043,11.310383212006913,guarded,268,0
demo-011922,358,TRANSFER,183.72,0.06131039672845026,11.263946086950883,low,269,0
demo-011583,347,CASH_OUT,145.33,0.07702602727964038,11.194192544550138,low,270,0
demo-011898,357,PAYMENT,801.25,0.01369262834498413,10.971218461418534,low,271,0
demo-010313,307,TRANSFER,221.84,0.04938748697337403,10.956120110173295,low,272,0
demo-010468,312,DEBIT,1198.31,0.009125839989054961,10.93558531728445,low,273,1
demo-011139,333,CASH_OUT,454.81,0.023963421638464363,10.898803795389977,low,274,0
demo-011363,340,CASH_OUT,331.23,0.032440550232501385,10.745283453511433,low,275,0
demo-011194,335,CASH_OUT,237.72,0.04519026056726089,10.742628742049257,low,276,0
demo-010472,312,CASH_OUT,393.13,0.02724267569847001,10.709913097339514,low,277,0
demo-011434,343,CASH_OUT,162.66,0.06579787607880996,10.702682522979229,low,278,0
demo-010659,318,PAYMENT,555.9,0.019006814658656904,10.565888268747372,low,279,0
demo-011368,340,PAYMENT,248.44,0.042527370340717144,10.565499887447768,low,280,0
demo-010975,329,CASH_OUT,305.4,0.03436813919160866,10.496029709117284,low,281,0
demo-011126,333,CASH_OUT,631.74,0.01660880834484559,10.492448583772752,low,282,0
demo-011433,342,CASH_OUT,339.95,0.030767031859726658,10.459252480714078,low,283,0
demo-011954,358,TRANSFER,334.92,0.030469380791492244,10.204805014686583,low,284,0
demo-011598,348,CASH_OUT,501.07,0.019892511844933177,9.967540910140666,low,285,0
demo-011382,341,TRANSFER,493.42,0.019702527897499867,9.721621315184384,low,286,1
demo-011756,353,DEBIT,1398.31,0.006925333907518232,9.683763656221819,low,287,0
demo-011658,349,CASH_OUT,315.18,0.030595829622139952,9.64319358030607,low,288,0
demo-010832,324,CASH_OUT,304.59,0.031135942761909507,9.483696805850016,low,289,0
demo-010638,317,CASH_OUT,547.6,0.017123461741615793,9.376807649708809,low,290,0
demo-010726,320,TRANSFER,230.18,0.039626155923721866,9.1211485705223,low,291,0
demo-010535,314,CASH_OUT,453.44,0.02010144488674927,9.11479916944759,low,292,0
demo-011527,345,TRANSFER,222.86,0.04050453565090817,9.026840815161394,low,293,0
demo-010315,307,TRANSFER,410.27,0.021805243765505748,8.946037359674042,low,294,0
demo-011134,333,CASH_OUT,267.96,0.03312742696893035,8.876825330594576,low,295,0
demo-011720,352,PAYMENT,603.69,0.014470014734201649,8.735403194890194,low,296,0
demo-011552,346,DEBIT,1288.67,0.006662980360169565,8.586382900739714,low,297,0
demo-010518,314,PAYMENT,41.01,0.2089768543167762,8.570140795530993,guarded,298,0
demo-011644,349,CASH_OUT,273.48,0.031179201224593826,8.52688795090192,low,299,1
demo-011662,350,CASH_OUT,208.01,0.04094074091219967,8.516083517146654,low,300,0
demo-010442,311,CASH_OUT,298.89,0.02835431375872387,8.474820839344977,low,301,0
demo-010804,323,CASH_OUT,226.29,0.037347261883798395,8.451311891684739,low,302,0
demo-011607,348,CASH_OUT,222.94,0.037700531756990126,8.404956549903378,low,303,0
demo-010526,314,CASH_OUT,235.8,0.03556932826297452,8.387247604409392,low,304,0
demo-011507,345,CASH_OUT,439.51,0.01904327726861345,8.369710792328297,low,305,0
demo-010537,314,TRANSFER,105.88,0.07892823149483813,8.356921150673461,low,306,0
demo-011314,338,PAYMENT,333.03,0.02506965206531442,8.34894622731166,low,307,0
demo-011966,359,TRANSFER,228.26,0.03654393583213748,8.3415187930437,low,308,0
demo-011864,356,TRANSFER,227.48,0.036579753940409306,8.321162426364308,low,309,0
demo-011989,359,TRANSFER,281.02,0.029485305147045004,8.285960452422586,low,310,0
demo-011751,353,CASH_OUT,530.85,0.015606995916420745,8.284973782231953,low,311,0
demo-010930,327,TRANSFER,472.83,0.017461868361385215,8.256495217313772,low,312,0
demo-011638,349,TRANSFER,134.74,0.060888490372367376,8.20411519277278,low,313,0
demo-010640,317,PAYMENT,392.99,0.02080285411997236,8.17531364060794,low,314,0
demo-011752,353,TRANSFER,116.56,0.06963567423537531,8.116734188875347,low,315,0
demo-010972,329,TRANSFER,185.43,0.0435377301566423,8.073201302946181,low,316,0
demo-011288,337,DEBIT,330.02,0.024250875477682527,8.003273925144788,low,317,0
demo-011261,337,CASH_OUT,340.55,0.023447446764720267,7.985027995725487,low,318,0
demo-010830,324,CASH_OUT,257.55,0.03067962635901385,7.901537768764018,low,319,0
demo-011012,330,TRANSFER,159.62,0.049312352838444234,7.871237760072469,low,320,0
demo-011773,353,CASH_OUT,331.76,0.023595219305909527,7.827949956928545,low,321,0
